"","Facetvar","Approximator","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"108","k=3","KernelSHAPIQ",100,10.8830816296437,1.2892699841875,20.4768932750999
"109","k=3","KernelSHAPIQ",250,54.5705144813509,14.1411287363079,94.9999002263939
"110","k=3","KernelSHAPIQ",500,0.469573520312092,0.217457031042221,0.721690009581962
"111","k=3","KernelSHAPIQ",750,0.0242709701632196,0.0225602957210936,0.0259816446053455
"112","k=3","KernelSHAPIQ",1000,0.00318985181725636,0.00310076347200318,0.00327894016250954
"113","k=3","KernelSHAPIQ",2000,0.00187125591657641,0.00165822475631003,0.00208428707684279
"114","k=3","KernelSHAPIQ",3500,0.00069654024375681,0.000617353740633958,0.000775726746879662
"115","k=3","KernelSHAPIQ",5000,0.00042010607097586,0.00037160117060857,0.00046861097134315
"116","k=3","PermutationIQ",50,0.0399018811776002,0.037603354169256,0.0422004081859443
"117","k=3","PermutationIQ",100,0.0247585893564277,0.0238487823303041,0.0256683963825513
"118","k=3","PermutationIQ",250,0.0128137376955898,0.0125505996052785,0.013076875785901
"119","k=3","PermutationIQ",500,0.007568860762389,0.00743120349592427,0.00770651802885373
"120","k=3","PermutationIQ",750,0.00522264246969816,0.00513830193498569,0.00530698300441063
"121","k=3","PermutationIQ",1000,0.00436059981894487,0.0042994092489108,0.00442179038897894
"122","k=3","PermutationIQ",2000,0.00238810676113361,0.00235312111362537,0.00242309240864185
"123","k=3","PermutationIQ",3500,0.00152071851755261,0.00149706704360234,0.00154436999150288
"124","k=3","PermutationIQ",5000,0.00112703619745467,0.00111266076695537,0.00114141162795397
"125","k=3","PermutationIQStratified",100,0.108907472502605,0.100718934943121,0.117096010062089
"126","k=3","PermutationIQStratified",250,0.0413643214141239,0.0390084090070088,0.0437202338212391
"127","k=3","PermutationIQStratified",500,0.014014595784725,0.0135342480294444,0.0144949435400056
"128","k=3","PermutationIQStratified",750,0.00806224033174934,0.00779220974292658,0.0083322709205721
"129","k=3","PermutationIQStratified",1000,0.00584541713456586,0.00566389360904893,0.00602694066008279
